TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,RESIDENCE_SGG_CD,GENDER,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
d_d000296,산굼부리,제주특별자치도,제주시,1.0,5.0,5.0,5.0,60.0,1,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,산굼부리,제주특별자치도,제주시,1.0,5.0,5.0,5.0,60.0,1,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,한라산국립공원 관음사탐방로,제주특별자치도,제주시,1.0,5.0,5.0,5.0,60.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,한라산국립공원 관음사탐방로,제주특별자치도,제주시,1.0,5.0,5.0,5.0,60.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,스누피가든,제주특별자치도,제주시,6.0,5.0,5.0,5.0,180.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,스누피가든,제주특별자치도,제주시,6.0,5.0,5.0,5.0,180.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,협재해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,90.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,협재해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,90.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,더마파크,제주특별자치도,제주시,5.0,5.0,5.0,5.0,30.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,더마파크,제주특별자치도,제주시,5.0,5.0,5.0,5.0,30.0,0,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,섭지코지,제주특별자치도,서귀포시,1.0,4.0,4.0,4.0,60.0,1,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,섭지코지,제주특별자치도,서귀포시,1.0,4.0,4.0,4.0,60.0,1,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,성산일출봉,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,1,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d000296,성산일출봉,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,1,d000296,2,11,남,8,2,5,3,2,5,4,2,5,3.0,6,3
d_d003854,금능해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,120.0,1,d003854,8,50,남,6,2,1,1,4,4,2,4,2,1.0,1,0
d_d003854,금능해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,120.0,1,d003854,8,50,남,6,2,1,1,4,4,2,4,2,1.0,1,0
d_d003854,협재해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,210.0,1,d003854,8,50,남,6,2,1,1,4,4,2,4,2,1.0,1,0
d_d003854,협재해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,210.0,1,d003854,8,50,남,6,2,1,1,4,4,2,4,2,1.0,1,0
d_d003259,산굼부리,제주특별자치도,제주시,1.0,5.0,5.0,5.0,90.0,1,d003259,22,50,여,4,2,2,2,1,2,2,2,5,2.0,1,1
d_d003259,산굼부리,제주특별자치도,제주시,1.0,5.0,5.0,5.0,90.0,1,d003259,22,50,여,4,2,2,2,1,2,2,2,5,2.0,1,1
d_d004837,물영아리,제주특별자치도,서귀포시,1.0,4.0,3.0,3.0,30.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,물영아리,제주특별자치도,서귀포시,1.0,4.0,3.0,3.0,30.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,5.0,5.0,5.0,60.0,1,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,5.0,5.0,5.0,60.0,1,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,쇠소깍,제주특별자치도,서귀포시,1.0,5.0,2.0,3.0,60.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,쇠소깍,제주특별자치도,서귀포시,1.0,5.0,2.0,3.0,60.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,성이시돌목장,제주특별자치도,제주시,1.0,4.0,3.0,4.0,30.0,1,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,성이시돌목장,제주특별자치도,제주시,1.0,4.0,3.0,4.0,30.0,1,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,문도지오름,제주특별자치도,제주시,1.0,5.0,3.0,4.0,30.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,문도지오름,제주특별자치도,제주시,1.0,5.0,3.0,4.0,30.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,사계해변,제주특별자치도,서귀포시,1.0,2.0,2.0,2.0,30.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d004837,사계해변,제주특별자치도,서귀포시,1.0,2.0,2.0,2.0,30.0,0,d004837,22,27,여,2,3,4,1,3,4,5,5,5,2.0,3,1
d_d003939,서귀포치유의숲,제주특별자치도,서귀포시,1.0,4.0,5.0,4.0,90.0,0,d003939,28,50,남,4,2,3,3,4,4,5,2,6,2.0,3,2
d_d003939,서귀포치유의숲,제주특별자치도,서귀포시,1.0,4.0,5.0,4.0,90.0,0,d003939,28,50,남,4,2,3,3,4,4,5,2,6,2.0,3,2
d_d003939,제주동문재래시장,제주특별자치도,제주시,4.0,5.0,5.0,5.0,30.0,1,d003939,28,50,남,4,2,3,3,4,4,5,2,6,2.0,3,2
d_d003939,제주동문재래시장,제주특별자치도,제주시,4.0,5.0,5.0,5.0,30.0,1,d003939,28,50,남,4,2,3,3,4,4,5,2,6,2.0,3,2
a_a007331,동춘서커스 상설공연장,경기,안산시,3.0,5.0,5.0,5.0,90.0,0,a007331,25,11,남,5,2,1,4,4,4,2,2,4,3.0,3,1
a_a007331,동춘서커스 상설공연장,경기,안산시,3.0,5.0,5.0,5.0,90.0,0,a007331,25,11,남,5,2,1,4,4,4,2,2,4,3.0,3,1
d_d009270,제주중문관광단지,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,30.0,0,d009270,26,30,여,4,2,2,1,4,1,4,7,4,2.0,6,0
d_d009270,제주중문관광단지,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,30.0,0,d009270,26,30,여,4,2,2,1,4,1,4,7,4,2.0,6,0
d_d009270,성산일출봉,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,1,d009270,26,30,여,4,2,2,1,4,1,4,7,4,2.0,6,0
d_d009270,성산일출봉,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,1,d009270,26,30,여,4,2,2,1,4,1,4,7,4,2.0,6,0
d_d009270,이호테우해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,1,d009270,26,30,여,4,2,2,1,4,1,4,7,4,2.0,6,0
d_d009270,이호테우해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,1,d009270,26,30,여,4,2,2,1,4,1,4,7,4,2.0,6,0
d_d010159,서복공원,제주특별자치도,서귀포시,1.0,4.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,서복공원,제주특별자치도,서귀포시,1.0,4.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,용연계곡,제주특별자치도,제주시,1.0,3.0,2.0,3.0,30.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,용연계곡,제주특별자치도,제주시,1.0,3.0,2.0,3.0,30.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,제주동문재래야시장,제주특별자치도,제주시,4.0,4.0,3.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,제주동문재래야시장,제주특별자치도,제주시,4.0,4.0,3.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,정방폭포,제주특별자치도,서귀포시,1.0,4.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,정방폭포,제주특별자치도,서귀포시,1.0,4.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,소남머리,제주특별자치도,서귀포시,2.0,3.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,소남머리,제주특별자치도,서귀포시,2.0,3.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,관덕정,제주특별자치도,제주시,2.0,4.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,관덕정,제주특별자치도,제주시,2.0,4.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,자구리문화예술공원,제주특별자치도,서귀포시,1.0,4.0,2.0,3.0,30.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,자구리문화예술공원,제주특별자치도,서귀포시,1.0,4.0,2.0,3.0,30.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,하효쇠소깍해변,제주특별자치도,서귀포시,1.0,4.0,3.0,3.0,30.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,하효쇠소깍해변,제주특별자치도,서귀포시,1.0,4.0,3.0,3.0,30.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,3.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010159,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,3.0,2.0,3.0,60.0,0,d010159,1,41,여,1,4,3,3,2,5,3,3,5,7.0,1,0
d_d010178,천지연폭포,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,0,d010178,23,50,남,3,7,1,2,2,2,6,6,7,1.0,2,1
d_d010178,천지연폭포,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,0,d010178,23,50,남,3,7,1,2,2,2,6,6,7,1.0,2,1
d_d010178,약천사,제주특별자치도,서귀포시,2.0,5.0,5.0,5.0,60.0,0,d010178,23,50,남,3,7,1,2,2,2,6,6,7,1.0,2,1
d_d010178,약천사,제주특별자치도,서귀포시,2.0,5.0,5.0,5.0,60.0,0,d010178,23,50,남,3,7,1,2,2,2,6,6,7,1.0,2,1
d_d010178,다이소 서귀포중문점,제주특별자치도,서귀포시,4.0,4.0,4.0,4.0,60.0,0,d010178,23,50,남,3,7,1,2,2,2,6,6,7,1.0,2,1
d_d010178,다이소 서귀포중문점,제주특별자치도,서귀포시,4.0,4.0,4.0,4.0,60.0,0,d010178,23,50,남,3,7,1,2,2,2,6,6,7,1.0,2,1
d_d012397,아프리카박물관,제주특별자치도,서귀포시,2.0,4.0,3.0,4.0,90.0,0,d012397,6,50,남,3,2,4,2,4,2,3,7,4,1.0,2,0
d_d012397,아프리카박물관,제주특별자치도,서귀포시,2.0,4.0,3.0,4.0,90.0,0,d012397,6,50,남,3,2,4,2,4,2,3,7,4,1.0,2,0
d_d010399,용두암,제주특별자치도,제주시,1.0,5.0,5.0,5.0,60.0,0,d010399,21,44,여,2,3,1,3,4,6,5,3,6,1.0,1,0
d_d010399,용두암,제주특별자치도,제주시,1.0,5.0,5.0,5.0,60.0,0,d010399,21,44,여,2,3,1,3,4,6,5,3,6,1.0,1,0
d_d002476,월정리해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,1,d002476,23,46,여,3,1,1,4,1,1,3,2,6,3.0,2,4
d_d002476,월정리해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,1,d002476,23,46,여,3,1,1,4,1,1,3,2,6,3.0,2,4
d_d002476,금능해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,1,d002476,23,46,여,3,1,1,4,1,1,3,2,6,3.0,2,4
d_d002476,금능해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,1,d002476,23,46,여,3,1,1,4,1,1,3,2,6,3.0,2,4
d_d002476,스누피가든,제주특별자치도,제주시,6.0,4.0,4.0,4.0,210.0,0,d002476,23,46,여,3,1,1,4,1,1,3,2,6,3.0,2,4
d_d002476,스누피가든,제주특별자치도,제주시,6.0,4.0,4.0,4.0,210.0,0,d002476,23,46,여,3,1,1,4,1,1,3,2,6,3.0,2,4
d_d002079,제주동문시장,제주특별자치도,제주시,4.0,5.0,5.0,5.0,60.0,1,d002079,2,28,여,4,1,4,1,3,1,1,1,6,6.0,1,0
d_d002079,제주동문시장,제주특별자치도,제주시,4.0,5.0,5.0,5.0,60.0,1,d002079,2,28,여,4,1,4,1,3,1,1,1,6,6.0,1,0
d_d002079,노형수퍼마켙,제주특별자치도,제주시,3.0,5.0,5.0,5.0,120.0,0,d002079,2,28,여,4,1,4,1,3,1,1,1,6,6.0,1,0
d_d002079,노형수퍼마켙,제주특별자치도,제주시,3.0,5.0,5.0,5.0,120.0,0,d002079,2,28,여,4,1,4,1,3,1,1,1,6,6.0,1,0
d_d005964,생이기정,제주특별자치도,제주시,7.0,5.0,5.0,5.0,30.0,0,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d005964,생이기정,제주특별자치도,제주시,7.0,5.0,5.0,5.0,30.0,0,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d005964,한담해안산책로,제주특별자치도,제주시,7.0,5.0,5.0,5.0,60.0,1,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d005964,한담해안산책로,제주특별자치도,제주시,7.0,5.0,5.0,5.0,60.0,1,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d005964,항파두리 항몽유적지,제주특별자치도,제주시,2.0,4.0,3.0,4.0,30.0,0,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d005964,항파두리 항몽유적지,제주특별자치도,제주시,2.0,4.0,3.0,4.0,30.0,0,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d005964,어음리억새군락지,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,0,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d005964,어음리억새군락지,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,0,d005964,22,11,여,2,1,1,2,4,4,2,7,6,2.0,6,1
d_d006731,이호테우해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,90.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,이호테우해수욕장,제주특별자치도,제주시,1.0,5.0,5.0,5.0,90.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,어음리억새군락지,제주특별자치도,제주시,1.0,5.0,5.0,5.0,180.0,0,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,어음리억새군락지,제주특별자치도,제주시,1.0,5.0,5.0,5.0,180.0,0,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,산양큰엉곶,제주특별자치도,제주시,1.0,5.0,5.0,5.0,150.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,산양큰엉곶,제주특별자치도,제주시,1.0,5.0,5.0,5.0,150.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,백약이오름,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,30.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,백약이오름,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,30.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,송악산,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,90.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,송악산,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,90.0,1,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,항파두리 항몽유적지,제주특별자치도,제주시,2.0,5.0,5.0,5.0,60.0,0,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d006731,항파두리 항몽유적지,제주특별자치도,제주시,2.0,5.0,5.0,5.0,60.0,0,d006731,21,11,남,5,1,4,2,2,6,2,2,7,3.0,5,3
d_d002666,오설록티뮤지엄,제주특별자치도,서귀포시,3.0,2.0,3.0,3.0,30.0,1,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,오설록티뮤지엄,제주특별자치도,서귀포시,3.0,2.0,3.0,3.0,30.0,1,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,비자림,제주특별자치도,제주시,1.0,3.0,3.0,3.0,60.0,0,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,비자림,제주특별자치도,제주시,1.0,3.0,3.0,3.0,60.0,0,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,한라산국립공원,제주특별자치도,제주시,1.0,5.0,5.0,5.0,240.0,0,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,한라산국립공원,제주특별자치도,제주시,1.0,5.0,5.0,5.0,240.0,0,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,성산일출봉,제주특별자치도,서귀포시,1.0,4.0,4.0,4.0,60.0,1,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,성산일출봉,제주특별자치도,서귀포시,1.0,4.0,4.0,4.0,60.0,1,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,4.0,4.0,4.0,60.0,1,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d002666,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,4.0,4.0,4.0,60.0,1,d002666,28,31,남,4,1,7,1,7,1,7,7,1,4.0,1,0
d_d001585,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,5.0,5.0,5.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001585,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,5.0,5.0,5.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001585,한담해변,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001585,한담해변,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001585,장한철 생가,제주특별자치도,제주시,2.0,3.0,3.0,4.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001585,장한철 생가,제주특별자치도,제주시,2.0,3.0,3.0,4.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001585,정방폭포,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001585,정방폭포,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,30.0,0,d001585,27,41,여,4,4,6,1,2,6,7,7,7,7.0,3,1
d_d001041,서복전시관,제주특별자치도,서귀포시,3.0,5.0,5.0,5.0,90.0,0,d001041,22,41,여,1,4,2,6,3,2,5,1,6,2.0,2,1
d_d001041,서복전시관,제주특별자치도,서귀포시,3.0,5.0,5.0,5.0,90.0,0,d001041,22,41,여,1,4,2,6,3,2,5,1,6,2.0,2,1
d_d001041,사려니숲길,제주특별자치도,제주시,7.0,4.0,4.0,4.0,240.0,0,d001041,22,41,여,1,4,2,6,3,2,5,1,6,2.0,2,1
d_d001041,사려니숲길,제주특별자치도,제주시,7.0,4.0,4.0,4.0,240.0,0,d001041,22,41,여,1,4,2,6,3,2,5,1,6,2.0,2,1
d_d001041,정방폭포,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,0,d001041,22,41,여,1,4,2,6,3,2,5,1,6,2.0,2,1
d_d001041,정방폭포,제주특별자치도,서귀포시,1.0,5.0,5.0,5.0,60.0,0,d001041,22,41,여,1,4,2,6,3,2,5,1,6,2.0,2,1
d_d008247,우도,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,우도,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,중문회어시장,제주특별자치도,서귀포시,4.0,5.0,5.0,5.0,30.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,중문회어시장,제주특별자치도,서귀포시,4.0,5.0,5.0,5.0,30.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,보롬왓,제주특별자치도,서귀포시,6.0,5.0,5.0,5.0,90.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,보롬왓,제주특별자치도,서귀포시,6.0,5.0,5.0,5.0,90.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,서귀포유람선,제주특별자치도,서귀포시,5.0,5.0,5.0,5.0,90.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,서귀포유람선,제주특별자치도,서귀포시,5.0,5.0,5.0,5.0,90.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,제주아트서커스,제주특별자치도,서귀포시,3.0,5.0,5.0,5.0,90.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d008247,제주아트서커스,제주특별자치도,서귀포시,3.0,5.0,5.0,5.0,90.0,0,d008247,22,11,여,3,3,2,2,4,2,4,2,3,2.0,5,4
d_d000672,성산일출봉,제주특별자치도,서귀포시,1.0,4.0,3.0,5.0,60.0,0,d000672,5,41,남,4,3,1,1,3,7,5,2,7,10.0,3,0
d_d000672,성산일출봉,제주특별자치도,서귀포시,1.0,4.0,3.0,5.0,60.0,0,d000672,5,41,남,4,3,1,1,3,7,5,2,7,10.0,3,0
d_d004914,천지연폭포,제주특별자치도,서귀포시,2.0,4.0,3.0,4.0,30.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,천지연폭포,제주특별자치도,서귀포시,2.0,4.0,3.0,4.0,30.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,4.0,4.0,4.0,60.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,서귀포매일올레시장,제주특별자치도,서귀포시,4.0,4.0,4.0,4.0,60.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,도두동무지개해안도로,제주특별자치도,제주시,7.0,4.0,3.0,3.0,30.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,도두동무지개해안도로,제주특별자치도,제주시,7.0,4.0,3.0,3.0,30.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,협재해수욕장,제주특별자치도,제주시,1.0,4.0,5.0,4.0,30.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,협재해수욕장,제주특별자치도,제주시,1.0,4.0,5.0,4.0,30.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,새별오름,제주특별자치도,제주시,7.0,5.0,5.0,5.0,60.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,새별오름,제주특별자치도,제주시,7.0,5.0,5.0,5.0,60.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,오설록티뮤지엄,제주특별자치도,서귀포시,3.0,3.0,3.0,3.0,60.0,1,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,오설록티뮤지엄,제주특별자치도,서귀포시,3.0,3.0,3.0,3.0,60.0,1,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,9.81파크,제주특별자치도,제주시,5.0,5.0,4.0,4.0,120.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d004914,9.81파크,제주특별자치도,제주시,5.0,5.0,4.0,4.0,120.0,0,d004914,2,41,여,4,2,1,5,3,6,2,6,7,1.0,3,1
d_d009467,제주동문시장,제주특별자치도,제주시,4.0,4.0,4.0,4.0,60.0,1,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d009467,제주동문시장,제주특별자치도,제주시,4.0,4.0,4.0,4.0,60.0,1,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d009467,닭머르,제주특별자치도,제주시,1.0,4.0,3.0,4.0,60.0,0,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d009467,닭머르,제주특별자치도,제주시,1.0,4.0,3.0,4.0,60.0,0,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d009467,9.81파크,제주특별자치도,제주시,5.0,4.0,3.0,5.0,180.0,0,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d009467,9.81파크,제주특별자치도,제주시,5.0,4.0,3.0,5.0,180.0,0,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d009467,한담해안산책로,제주특별자치도,제주시,7.0,4.0,5.0,5.0,60.0,1,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d009467,한담해안산책로,제주특별자치도,제주시,7.0,4.0,5.0,5.0,60.0,1,d009467,22,11,여,4,2,3,2,5,2,2,3,3,3.0,4,1
d_d005789,비양도망대,제주특별자치도,제주시,1.0,5.0,5.0,5.0,30.0,0,d005789,4,50,남,4,1,1,1,3,3,4,1,7,3.0,1,1
